,target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4
41,x0884-x0732-merge-2-3,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1ccc(C)cc1N,CC(=O)O,CC(=O)Nc1cc(C)ccc1NC(=O)OC(C)(C)C,Amidation,standard,True,CC(=O)Nc1cc(C)ccc1NC(=O)OC(C)(C)C,,CC(=O)Nc1cc(C)ccc1N,Boc deprotection,standard,True,CC(=O)Nc1cc(C)ccc1N,O=C(O)CO,CC(=O)Nc1cc(C)ccc1NC(=O)CO,Amidation,standard,True,,,,,,
42,x0884-x0732-merge-2-4,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)ccc1N,CC(=O)O,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,Amidation,standard,True,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,,CC(=O)Nc1ccc(C)cc1N,Boc deprotection,standard,True,CC(=O)Nc1ccc(C)cc1N,O=C(O)CO,CC(=O)Nc1ccc(C)cc1NC(=O)CO,Amidation,standard,True,,,,,,
43,x0884-x0732-merge-2-5,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)ccc1N,CC(=O)O,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,Amidation,standard,True,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,,CC(=O)Nc1ccc(C)cc1N,Boc deprotection,standard,True,CC(=O)Nc1ccc(C)cc1N,O=C(O)CO,CC(=O)Nc1ccc(C)cc1NC(=O)CO,Amidation,standard,True,,,,,,
44,x0884-x0732-merge-2-6,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1c(F)cccc1N,CC(=O)O,CC(=O)Nc1cccc(F)c1NC(=O)OC(C)(C)C,Amidation,standard,True,CC(=O)Nc1cccc(F)c1NC(=O)OC(C)(C)C,,CC(=O)Nc1cccc(F)c1N,Boc deprotection,standard,True,CC(=O)Nc1cccc(F)c1N,O=C(O)CO,CC(=O)Nc1cccc(F)c1NC(=O)CO,Amidation,standard,True,,,,,,
45,x0884-x0732-merge-3-1,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cccc(N)c1,CC(=O)O,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cccc(N)c1,Boc deprotection,standard,True,CC(=O)Nc1cccc(N)c1,O=C(O)CO,CC(=O)Nc1cccc(NC(=O)CO)c1,Amidation,standard,True,,,,,,
46,x0884-x0732-merge-3-2,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)c(C)cc1,CC(=O)O,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccc1C,Amidation,standard,True,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccc1C,,CC(=O)Nc1cc(N)ccc1C,Boc deprotection,standard,True,CC(=O)Nc1cc(N)ccc1C,O=C(O)CO,CC(=O)Nc1cc(NC(=O)CO)ccc1C,Amidation,standard,True,,,,,,
47,x0884-x0732-merge-3-3,3,100,40,wasgo-2.0,Nc1cc(NC(=O)OC(C)(C)C)ccn1,CC(=O)O,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1,Amidation,standard,True,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1,,CC(=O)Nc1cc(N)ccn1,Boc deprotection,standard,True,CC(=O)Nc1cc(N)ccn1,O=C(O)CO,CC(=O)Nc1cc(NC(=O)CO)ccn1,Amidation,standard,True,,,,,,
48,x0884-x0732-merge-3-4,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1C,CC(=O)O,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(C)c(N)c1,Boc deprotection,standard,True,CC(=O)Nc1ccc(C)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,Amidation,standard,True,,,,,,
49,x0884-x0732-merge-3-5,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1C,CC(=O)O,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(C)c(N)c1,Boc deprotection,standard,True,CC(=O)Nc1ccc(C)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,Amidation,standard,True,,,,,,
50,x0884-x0732-merge-3-6,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1F,CC(=O)O,CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(F)c(N)c1,Boc deprotection,standard,True,CC(=O)Nc1ccc(F)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(F)c(NC(=O)CO)c1,Amidation,standard,True,,,,,,
51,x0884-x0732-merge-3-7,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cc(C)cc(N)c1,Boc deprotection,standard,True,CC(=O)Nc1cc(C)cc(N)c1,O=C(O)CO,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,Amidation,standard,True,,,,,,
52,x0884-x0732-merge-3-8,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)cc(C)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,Amidation,standard,True,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cc(C)cc(N)c1,Boc deprotection,standard,True,CC(=O)Nc1cc(C)cc(N)c1,O=C(O)CO,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,Amidation,standard,True,,,,,,
53,x0884-x0732-x0922-merge-1-1,4,100,40,wasgo-2.0,Oc1cccc(N)c1NC(=O)OC(C)(C)C,CC(=O)O,CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C,Amidation,standard,True,CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C,,CC(=O)Nc1cccc(O)c1N,Boc deprotection,standard,True,CC(=O)Nc1cccc(O)c1N,O=C(O)CO,CC(=O)Nc1cccc(O)c1NC(=O)CO,Amidation,standard,True,CC(=O)Nc1cccc(O)c1NC(=O)CO,CN(C)C(=O)CCl,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1NC(=O)CO,Williamson ether,standard,True
54,x0884-x0739-merge-3-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(O)c1,Amidation,standard,True,CC(=O)Nc1cc(C)cc(O)c1,CN(C)C(=O)CCl,CC(=O)Nc1cc(C)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,True,,,,,,,,,,,,
55,x0884-x0739-merge-3-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ncc1C,Amidation,standard,True,CC(=O)Nc1cc(O)ncc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ncc1C,Williamson ether,standard,True,,,,,,,,,,,,
56,x0884-x0739-merge-3-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(O)c1,Amidation,standard,True,CC(=O)Nc1cc(C)cc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(C)cc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,,,,,,,
57,x0884-x0739-merge-3-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,CC(=O)O,CC(=O)Nc1cccc(O)c1,Amidation,standard,True,CC(=O)Nc1cccc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,,,,,,,
58,x0884-x0739-merge-3-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1C,Amidation,standard,True,CC(=O)Nc1cc(O)ccc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,Williamson ether,standard,True,,,,,,,,,,,,
59,x0884-x0739-merge-3-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1C,Amidation,standard,True,CC(=O)Nc1cc(O)ccc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,Williamson ether,standard,True,,,,,,,,,,,,
60,x0884-x0739-merge-3-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1F,Amidation,standard,True,CC(=O)Nc1cc(O)ccc1F,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,Williamson ether,standard,True,,,,,,,,,,,,
61,x0884-x0739-merge-3-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,CC(=O)O,CC(=O)Nc1ccc(C)c(O)c1,Amidation,standard,True,CC(=O)Nc1ccc(C)c(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,,,,,,,
62,x0884-x0739-merge-3-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,CC(=O)O,CC(=O)Nc1cc(O)c(C)cc1C,Amidation,standard,True,CC(=O)Nc1cc(O)c(C)cc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)c(C)cc1C,Williamson ether,standard,True,,,,,,,,,,,,
63,x0884-x0739-merge-3-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,CC(=O)O,CC(=O)Nc1cncc(O)c1,Amidation,standard,True,CC(=O)Nc1cncc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cncc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,,,,,,,
64,x0884-x0739-merge-3-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,CC(=O)O,CC(=O)Nc1ccnc(O)c1,Amidation,standard,True,CC(=O)Nc1ccnc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,,,,,,,
65,x0528-x0416-merge-1-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)C1CCCO1,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,Amidation,standard,True,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,O=C1C(Cl)CCN1C,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,Williamson ether,standard,True,,,,,,,,,,,,
66,x0528-x0416-merge-1-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,O=C(O)C1CCCO1,Cc1cnc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1cnc(O)cc1NC(=O)C1CCCO1,O=C1C(Cl)CCN1C,Cc1cnc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
67,x0528-x0416-merge-1-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)C1CCCO1,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,Amidation,standard,True,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,O=C1C(Cl)CCN1C,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,Williamson ether,standard,True,,,,,,,,,,,,
68,x0528-x0416-merge-1-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,O=C(O)C1CCCO1,O=C(Nc1cccc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1cccc(O)c1)C1CCCO1,O=C1C(Cl)CCN1C,CN1CCC(Oc2cccc(NC(=O)C3CCCO3)c2)C1=O,Williamson ether,standard,True,,,,,,,,,,,,
69,x0528-x0416-merge-1-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)C1CCCO1,Cc1ccc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1ccc(O)cc1NC(=O)C1CCCO1,O=C1C(Cl)CCN1C,Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
70,x0528-x0416-merge-1-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)C1CCCO1,Cc1ccc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1ccc(O)cc1NC(=O)C1CCCO1,O=C1C(Cl)CCN1C,Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
71,x0528-x0416-merge-1-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,O=C(O)C1CCCO1,O=C(Nc1cc(O)ccc1F)C1CCCO1,Amidation,standard,True,O=C(Nc1cc(O)ccc1F)C1CCCO1,O=C1C(Cl)CCN1C,CN1CCC(Oc2ccc(F)c(NC(=O)C3CCCO3)c2)C1=O,Williamson ether,standard,True,,,,,,,,,,,,
72,x0528-x0416-merge-1-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,O=C(O)C1CCCO1,Cc1ccc(NC(=O)C2CCCO2)cc1O,Amidation,standard,True,Cc1ccc(NC(=O)C2CCCO2)cc1O,O=C1C(Cl)CCN1C,Cc1ccc(NC(=O)C2CCCO2)cc1OC1CCN(C)C1=O,Williamson ether,standard,True,,,,,,,,,,,,
73,x0528-x0416-merge-1-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,O=C(O)C1CCCO1,Cc1cc(C)c(NC(=O)C2CCCO2)cc1O,Amidation,standard,True,Cc1cc(C)c(NC(=O)C2CCCO2)cc1O,O=C1C(Cl)CCN1C,Cc1cc(C)c(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
74,x0528-x0416-merge-1-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,O=C(O)C1CCCO1,O=C(Nc1cncc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1cncc(O)c1)C1CCCO1,O=C1C(Cl)CCN1C,CN1CCC(Oc2cncc(NC(=O)C3CCCO3)c2)C1=O,Williamson ether,standard,True,,,,,,,,,,,,
75,x0528-x0416-merge-1-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,O=C(O)C1CCCO1,O=C(Nc1ccnc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1ccnc(O)c1)C1CCCO1,O=C1C(Cl)CCN1C,CN1CCC(Oc2cc(NC(=O)C3CCCO3)ccn2)C1=O,Williamson ether,standard,True,,,,,,,,,,,,
76,x0528-x0732-merge-1-1,3,100,40,wasgo-2.0,Cc1cnc(N)c(O)c1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1cnc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,Amidation,standard,True,Cc1cnc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,,Cc1cnc(NC(=O)CO)c(O)c1,Si-alcohol deprotection,standard,True,Cc1cnc(NC(=O)CO)c(O)c1,O=C1C(Cl)CCN1C,Cc1cnc(NC(=O)COC2CCN(C)C2=O)c(O)c1,Williamson ether,standard,True,,,,,,
77,x0528-x0732-merge-1-2,3,100,40,wasgo-2.0,Nc1ccccc1O,C(O)(=O)CO[Si](C(C)(C)C)(C)C,CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccccc1O,Amidation,standard,True,CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccccc1O,,O=C(CO)Nc1ccccc1O,Si-alcohol deprotection,standard,True,O=C(CO)Nc1ccccc1O,O=C1C(Cl)CCN1C,CN1CCC(OCC(=O)Nc2ccccc2O)C1=O,Williamson ether,standard,True,,,,,,
78,x0528-x0732-merge-1-3,3,100,40,wasgo-2.0,Cc1cc(O)c(N)cc1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,Amidation,standard,True,Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,,Cc1ccc(NC(=O)CO)c(O)c1,Si-alcohol deprotection,standard,True,Cc1ccc(NC(=O)CO)c(O)c1,O=C1C(Cl)CCN1C,Cc1ccc(NC(=O)COC2CCN(C)C2=O)c(O)c1,Williamson ether,standard,True,,,,,,
79,x0528-x0732-merge-1-4,3,100,40,wasgo-2.0,Fc1cc(O)c(N)cc1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccc(F)cc1O,Amidation,standard,True,CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccc(F)cc1O,,O=C(CO)Nc1ccc(F)cc1O,Si-alcohol deprotection,standard,True,O=C(CO)Nc1ccc(F)cc1O,O=C1C(Cl)CCN1C,CN1CCC(OCC(=O)Nc2ccc(F)cc2O)C1=O,Williamson ether,standard,True,,,,,,
80,x0528-x0732-merge-1-5,3,100,40,wasgo-2.0,Cc1cccc(O)c1N,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1cccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C,Amidation,standard,True,Cc1cccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C,,Cc1cccc(O)c1NC(=O)CO,Si-alcohol deprotection,standard,True,Cc1cccc(O)c1NC(=O)CO,O=C1C(Cl)CCN1C,Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CO,Williamson ether,standard,True,,,,,,
81,x0528-x0732-merge-1-6,3,100,40,wasgo-2.0,Cc1cc(O)c(N)c(C)c1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,Amidation,standard,True,Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1,,Cc1cc(C)c(NC(=O)CO)c(O)c1,Si-alcohol deprotection,standard,True,Cc1cc(C)c(NC(=O)CO)c(O)c1,O=C1C(Cl)CCN1C,Cc1cc(C)c(NC(=O)COC2CCN(C)C2=O)c(O)c1,Williamson ether,standard,True,,,,,,
82,x0528-x0732-merge-1-7,3,100,40,wasgo-2.0,Oc1ccnc(C)c1N,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1nccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C,Amidation,standard,True,Cc1nccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C,,Cc1nccc(O)c1NC(=O)CO,Si-alcohol deprotection,standard,True,Cc1nccc(O)c1NC(=O)CO,O=C1C(Cl)CCN1C,Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CO,Williamson ether,standard,True,,,,,,
83,x0528-x0732-merge-1-8,3,100,40,wasgo-2.0,Cc1cc(O)c(N)c(C)n1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,Cc1cc(O)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(C)n1,Amidation,standard,True,Cc1cc(O)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(C)n1,,Cc1cc(O)c(NC(=O)CO)c(C)n1,Si-alcohol deprotection,standard,True,Cc1cc(O)c(NC(=O)CO)c(C)n1,O=C1C(Cl)CCN1C,Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,Williamson ether,standard,True,,,,,,
84,x0528-x0732-merge-2-1,2,100,40,wasgo-2.0,Cc1cnc(N)c(O)c1,O=C(O)CS,Cc1cnc(NC(=O)CS)c(O)c1,Amidation,standard,True,Cc1cnc(NC(=O)CS)c(O)c1,O=C1C(Cl)CCN1C,Cc1cnc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,True,Cc1cnc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,,,,,,,,,,,
85,x0528-x0732-merge-2-2,2,100,40,wasgo-2.0,Nc1ccccc1O,O=C(O)CS,O=C(CS)Nc1ccccc1O,Amidation,standard,True,O=C(CS)Nc1ccccc1O,O=C1C(Cl)CCN1C,CN1CCC(Oc2ccccc2NC(=O)CS)C1=O,Williamson ether,standard,True,CN1CCC(Oc2ccccc2NC(=O)CS)C1=O,,,,,,,,,,,
86,x0528-x0732-merge-2-3,2,100,40,wasgo-2.0,Cc1cc(O)c(N)cc1,O=C(O)CS,Cc1ccc(NC(=O)CS)c(O)c1,Amidation,standard,True,Cc1ccc(NC(=O)CS)c(O)c1,O=C1C(Cl)CCN1C,Cc1ccc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,True,Cc1ccc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,,,,,,,,,,,
